Name,Type,Latitude,Longitude
Alamo Spring Trailhead,Parking Lot,35.8251642987169,-106.43283426990801
Picnic Area Parking Lot,Parking Lot,38.045695641463496,-103.431211791446
Interpretive Plaza Parking Lot,Parking Lot,38.04361865505229,-103.432002473983
Animal Highways Interpretive Pullout,Parking Lot,29.3324029071906,-103.25832693097901
Badlands Parking Area,Parking Lot,29.2944897874305,-103.493981785095
Chisos Mountain Lodge Parking,Parking Lot,29.2706908182602,-103.298933529569
Chisos Cottage Parking,Parking Lot,29.268346201667104,-103.302308945863
Fossil Bone Parking,Parking Lot,29.4191548721345,-103.137532346905
Fossil Bone Road,Parking Lot,29.419225428182397,-103.139392682169
The Camel Experiment Interpretive Pullout,Parking Lot,29.622534850321603,-103.142950356586
Basin Amphitheater Parking,Parking Lot,29.2745631388912,-103.301466904291
Daniels Ranch Picnic Area,Parking Lot,29.1859629256915,-102.971755755267
Desert Mountain Overlook,Parking Lot,29.1463710987907,-103.5390248817
Blue Creek Overlook Parking,Parking Lot,29.2166193985212,-103.369308903386
Boquillas Canyon Trail Parking,Parking Lot,29.200760798746,-102.919501426763
West Entrance Contact Station Parking,Parking Lot,29.2936814198812,-103.496585829865
Burro Mesa Pouroff Parking,Parking Lot,29.2337237391428,-103.40745638230499
Chimney Trails Parking,Parking Lot,29.2058018671711,-103.423445660169
Goat Mountain Parking,Parking Lot,29.1804808179667,-103.430671090079
Lost Mine Trail Parking,Parking Lot,29.2745371098735,-103.286760987299
Maverick Information Kiosk Parking,Parking Lot,29.2936538188624,-103.495322724006
Mule Ears Overlook Parking,Parking Lot,29.166446176430803,-103.435341635252
Panther Junction Gas Station,Parking Lot,29.329571811266998,-103.20894402942601
Panther Junction Visitor Center Parking,Parking Lot,29.3283598234435,-103.206582746821
Persimmon Gap Ranger Station Parking,Parking Lot,29.6602007329138,-103.173394458271
Sotol Vista Overlook Parking,Parking Lot,29.2145826431373,-103.376657277379
Santa Elena Canyon River Access Parking,Parking Lot,29.1557985611963,-103.597706385571
Santa Elena Canyon Overlook Parking,Parking Lot,29.1685527688621,-103.60392744479799
Rio Grande Visitor Center Parking,Parking Lot,29.184804426904396,-102.962013055648
Rio Grande Village Group Parking,Parking Lot,29.18231060021,-102.961773321485
Rio Grande Village Campground,Parking Lot,29.1790927660236,-102.95594177652201
Rio Grande Amphitheater Parking,Parking Lot,29.1805714510283,-102.960134035371
Basin Visitors Center Parking,Parking Lot,29.270070915839,-103.300544246664
Basin Motel Parking,Parking Lot,29.269596178516398,-103.30008570635201
Basin Group Campground,Parking Lot,29.275027858207,-103.305379838949
Rio Grande Overlook Parking,Parking Lot,29.2017146743941,-102.97511584555001
Rio Grande Village Trailer Parking,Parking Lot,29.1826590014467,-102.96328660951299
Santa Elena Canyon Picnic Area,Parking Lot,29.167300830011502,-103.61029693712601
Tuff Canyon Overlook Parking,Parking Lot,29.149636195009197,-103.486824559232
Basin Campground,Parking Lot,29.2751039512586,-103.302667743106
A Desert Grave Interpretive Pullout,Parking Lot,29.369516437407498,-103.16833704983499
Boquillas Port of Entry Parking,Parking Lot,29.1903065716429,-102.946671601224
RGV Amphitheater Parking,Parking Lot,29.180849751217398,-102.958341918153
Afterbay Dam Boat Ramp Parking,Parking Lot,45.3172507311435,-107.92103558507
Maintenance Area Parking,Parking Lot,45.3115187092488,-107.937002972919
North District Government Camp Parking,Parking Lot,45.3110013368973,-107.932419771805
Cottonwood Creek Parking,Parking Lot,44.8669600311921,-108.17530025583099
Barry's Landing Parking,Parking Lot,45.1066751340672,-108.22692208490601
Upper Ok-A-Beh Parking,Parking Lot,45.3006423578589,-107.976410464695
Afterbay Contact Station Parking,Parking Lot,45.309598917944406,-107.919908236304
Parking,Parking Lot,45.021838466424796,-108.251348741503
Parking,Parking Lot,45.3126675750294,-107.937678798379
Afterbay Boat Launch North Trailer Parking,Parking Lot,45.316968499951706,-107.923313805618
Parking,Parking Lot,45.0359582490184,-108.256917158286
Bad Pass Parking B,Parking Lot,45.0409664114213,-108.25270574942499
North District Government Camp Parking,Parking Lot,45.3098758731326,-107.93265055496201
Parking,Parking Lot,44.9575079107152,-108.290747460272
North District Government Camp Parking,Parking Lot,45.3098400801083,-107.930956370811
North Parking Lot at Administration Building,Parking Lot,45.312137146668995,-107.936725350731
Parking,Parking Lot,45.082874850896104,-108.261181986184
Parking,Parking Lot,44.961915850710106,-108.266202177595
Parking,Parking Lot,44.831813915312004,-108.154272576544
Parking,Parking Lot,45.2647552874753,-107.944046463705
South Parking Lot at Administration Building,Parking Lot,45.3117772064245,-107.93685626082
Parking,Parking Lot,45.3083209400761,-107.932269835704
North Afterbay Boat Launch Parking,Parking Lot,45.3159367322507,-107.92712761121
Afterbay Airstrip Parking,Parking Lot,45.319666637785,-107.93829528579799
Parking,Parking Lot,44.9583938193171,-108.290794507304
Lower Ok-A-Beh Parking,Parking Lot,45.3050989578869,-107.973384636639
Yellowtail Dam Visitor Center Parking,Parking Lot,45.30906683058289,-107.955711759631
Parking,Parking Lot,45.3074438944802,-107.95748617683701
Upper Ok-A-Beh Parking,Parking Lot,45.30381593101521,-107.97475160056801
Parking,Parking Lot,44.8382272856696,-108.376920866823
Horseshoe Bend Marina Parking,Parking Lot,44.959315134943,-108.263628960847
Horseshoe Bend Marina Parking,Parking Lot,44.958336249278,-108.262877875336
Parking,Parking Lot,44.9869146576956,-108.26156596244499
Horseshoe Bend Marina Parking,Parking Lot,44.957562191752004,-108.26795751078801
Parking,Parking Lot,45.106646825047996,-108.22688614588101
Barry's Landing Parking,Parking Lot,45.095987619805605,-108.210013874418
Cooks Lake Road Day Use Area Parking,Parking Lot,30.188621126950604,-94.1777017501209
Gardner Cemetery Parking Area,Parking Lot,30.5833576811556,-94.3562843464594
Ard Lake Day Use Area Parking,Parking Lot,30.4978596600637,-94.11926272641442
Big Sandy Horse Trail,Parking Lot,30.6149413076152,-94.6708192971711
Kirby Nature Trailhead Day Use Area Parking,Parking Lot,30.461827321581396,-94.3511910449988
Sundew Trail Day Use Area Parking,Parking Lot,30.548419656416897,-94.40969928175241
Visitor Center Parking,Parking Lot,30.458233652139697,-94.386862800236
Lakeview Sandbar Day Use Area Parking,Parking Lot,30.216620548975,-94.11663474762881
Field Research Station Parking,Parking Lot,30.2859740430974,-94.5248413109859
Beech Woods Day Use Area Parking,Parking Lot,30.7194550266273,-94.22729755381901
Confluence Day Use Area Parking,Parking Lot,30.161605725594896,-94.1134403774583
North Turkey Creek Day Use Area Parking,Parking Lot,30.613489997629102,-94.3441998142486
Turkey Creek Trail - North Trailhead Parking,Parking Lot,30.5221086585398,-94.34695430012009
Turkey Creek Trail - South Trailhead Parking,Parking Lot,30.5211556588923,-94.3436762998929
Edgewater Drive Day Use Area,Parking Lot,30.1775534844307,-94.1712264297213
Four Oaks Day Use Area Parking,Parking Lot,30.1878802564473,-94.0996765971065
Hwy 96 / Evadale Bridge Day Use Area Parking,Parking Lot,30.3555636853803,-94.09404337327899
Birdwatchers Trail Day Use Area Parking,Parking Lot,30.4881490994658,-94.8367523309149
McQueen's Landing Day Use Area,Parking Lot,30.7914320205323,-94.15081760485441
Potato Patch Lake Day Use Area,Parking Lot,30.512848686248002,-94.10677686493081
Sandlot Lake Day Use Area Parking,Parking Lot,30.5258352980719,-94.10294232832541
Timber Slough Road Day Use Area Parking,Parking Lot,30.5030961086216,-94.0809285113681
Woodlands Day Use Area Parking,Parking Lot,30.679463640455104,-94.6996961997916
Franklin Lake Day Use Area,Parking Lot,30.4718086623633,-94.11581236206999
Holly Grove Day Use Area Parking,Parking Lot,30.504352676475396,-94.6874182124493
Pitcher Plant Day Use Area Parking,Parking Lot,30.582175655352398,-94.33600097867779
North Rim Ranger Station Parking,Parking Lot,38.5867258110681,-107.704752667116
Chasm View Parking,Parking Lot,38.5812177193256,-107.715083861136
Painted Wall Parking,Parking Lot,38.58057707289029,-107.716295541959
Narrows View Parking,Parking Lot,38.57814778123971,-107.69833373175501
Cedar Point Parking,Parking Lot,38.576261373958,-107.72048004980199
Balanced Rock View Parking,Parking Lot,38.5767858303143,-107.697027464867
Dragon Point Parking,Parking Lot,38.5739820974093,-107.723010353522
Big Island View Parking,Parking Lot,38.5731399028371,-107.694641875247
Devils Outlook Parking,Parking Lot,38.571700874859296,-107.70829139652099
Rock Point Parking,Parking Lot,38.570550939078004,-107.706483451292
Cross Fissures Parking,Parking Lot,38.5704560740136,-107.703821848484
Sunset View Parking,Parking Lot,38.5686945568167,-107.733206538449
Island Peaks Parking,Parking Lot,38.567772524190204,-107.688688662202
Pulpit Rock Parking,Parking Lot,38.565388014570104,-107.700503220229
Pulpit Rock Parking,Parking Lot,38.5651109883818,-107.700765708407
High Point Parking,Parking Lot,38.5627641317873,-107.741571465133
High Point Parking,Parking Lot,38.562534305631104,-107.741263848924
Kneeling Camel Parking,Parking Lot,38.562103933338705,-107.677781340791
North Rim Parking,Parking Lot,38.560163256020104,-107.674756145735
South Rim Visitor Center Parking,Parking Lot,38.5547001233082,-107.685973970357
South Rim Visitor Center Parking,Parking Lot,38.5546431362694,-107.68678577290899
South Rim Visitor Center Parking,Parking Lot,38.5545240261885,-107.686687611842
South Rim Visitor Center Parking,Parking Lot,38.55449231616689,-107.686033011397
Tomichi Point Parking,Parking Lot,38.5505546054915,-107.686694838847
South Rim Campground Parking,Parking Lot,38.5426203501005,-107.68833138595899
East Portal Parking,Parking Lot,38.5277454169937,-107.649062897278
East Portal Parking,Parking Lot,38.526852628387104,-107.64919882937001
East Portal Parking,Parking Lot,38.5266043732184,-107.649159834344
East Portal Parking,Parking Lot,38.5260158408186,-107.649476549559
East Portal Parking,Parking Lot,38.52367074022521,-107.64974339974
East Portal Parking,Parking Lot,38.5232412889334,-107.649348585472
Riverway Parking,Parking Lot,38.51833420859921,-106.994870629785
Neversink Parking,Parking Lot,38.5156228057569,-107.018686481967
Neversink Parking,Parking Lot,38.515495817670704,-107.01905345721599
Neversink Parking,Parking Lot,38.5154850506634,-107.018798237043
Neversink Parking,Parking Lot,38.5152329894921,-107.019256263354
Neversink Parking,Parking Lot,38.515173311451505,-107.019050859214
Neversink Parking,Parking Lot,38.515110657409004,-107.019153225284
Cooper Ranch Parking,Parking Lot,38.5091590933652,-107.024743935082
Cooper Ranch Parking,Parking Lot,38.5073042041049,-107.02604096696399
Beaver Creek Parking,Parking Lot,38.4944628063797,-107.03196738599001
Lake City Bridge Parking,Parking Lot,38.4861350987214,-107.05951668370899
Old Stevens Parking,Parking Lot,38.4848637518576,-107.097829880741
Dillon Pinnacles Parking,Parking Lot,38.4705098501048,-107.252989502164
Dillon Pinnacles Parking,Parking Lot,38.469602959488604,-107.25427361503701
Iola Parking,Parking Lot,38.4718497830152,-107.09482028369601
Dry Creek Parking,Parking Lot,38.47098846543,-107.146101944539
Dry Creek Parking,Parking Lot,38.4705194791114,-107.146154964575
Elk Creek Parking,Parking Lot,38.466463659355604,-107.166965698715
Elk Creek Parking,Parking Lot,38.4656781168219,-107.168318857635
Elk Creek Parking,Parking Lot,38.4644366289784,-107.167278204928
Morrow Point Dam Parking,Parking Lot,38.4524272068185,-107.54461024730699
Pioneer Point Parking,Parking Lot,38.4539322298411,-107.414923438191
Cimarron Visitor Center Parking,Parking Lot,38.4428625413198,-107.55504484439699
Parking,Parking Lot,38.492681872169705,-107.56111371351999
Cimarron Parking,Parking Lot,38.441812625606396,-107.554429076979
Cimarron Parking,Parking Lot,38.4412961662555,-107.55401790769899
Hermit's Rest Parking,Parking Lot,38.463548638375,-107.518659120674
Blue Mesa Dam Parking,Parking Lot,38.45313396029871,-107.34343257561599
Blue Mesa Dam Parking,Parking Lot,38.4543947731554,-107.334705122686
Lake Fork Campground Parking,Parking Lot,38.455235515726706,-107.32695720242201
Lake Fork Campground Parking,Parking Lot,38.4555063359106,-107.324566190797
Lake Fork Campground Parking,Parking Lot,38.45501969058,-107.32460947182699
Lake Fork Campground Parking,Parking Lot,38.455265437747,-107.32361267015
Lake Fork Campground Parking,Parking Lot,38.4541925260179,-107.321818515931
Lake Fork Parking,Parking Lot,38.4522918777266,-107.325409812371
Lake Fork Parking,Parking Lot,38.4526010369366,-107.31255879963899
Dillon Pinnacles Parking,Parking Lot,38.465143768458795,-107.264001338646
Parking,Parking Lot,38.464716974168795,-107.255147564631
Parking,Parking Lot,38.4753479423921,-107.173900625427
Parking,Parking Lot,38.4698180026347,-107.176301323058
Elk Creek Campground Parking,Parking Lot,38.4686433198366,-107.174884819096
Elk Creek Campground Parking,Parking Lot,38.46734246295271,-107.17577128269801
Elk Creek Campground Parking,Parking Lot,38.466059781081206,-107.171776209984
Elk Creek Campground Parking,Parking Lot,38.4659388979991,-107.171808514006
Dry Creek Parking,Parking Lot,38.470691728228395,-107.14552042114401
Steven's Creek Parking,Parking Lot,38.486761850147296,-107.09210044184799
Wilson's Landing Parking,Parking Lot,38.489226289821794,-107.038183158214
Iola Parking,Parking Lot,38.4733217520154,-107.096581450893
Cooper Ranch Parking,Parking Lot,38.50752859725729,-107.025231348414
Ponderosa Campground Parking,Parking Lot,38.5238993413805,-107.305777589031
Ponderosa Boat Launch Parking,Parking Lot,38.519811799603204,-107.30298983213699
Amphitheater / General Store Parking,Parking Lot,37.633354669297205,-112.165065231689
Agua Canyon Parking,Parking Lot,37.516449026865395,-112.264988188582
CCC Picnic Area Parking,Parking Lot,37.6064507910173,-112.200417107709
Western Cabin Parking Area West,Parking Lot,37.6253533178607,-112.16878176621401
Black Birch Parking at MP 13.2,Parking Lot,37.5244043842706,-112.26043709448999
Inspiration Point Parking,Parking Lot,37.6151064328984,-112.170656502488
Long Hollow Picnic Area Parking,Parking Lot,37.5585572754759,-112.24391520926399
North Campground Picnic Area Parking North,Parking Lot,37.634964162390794,-112.165441283945
North Campground Picnic Area Parking South,Parking Lot,37.6345014380764,-112.16586549923299
North Campground Picnic Area Parking,Parking Lot,37.634119953817205,-112.1659650373
Paria Point Parking,Parking Lot,37.596936090552504,-112.169473736684
North Entrance Parking,Parking Lot,37.65516408511571,-112.16300684728998
Ponderosa Point Parking,Parking Lot,37.503598105133705,-112.262448179856
Sunrise Motel Parking,Parking Lot,37.6282446078252,-112.16708456706101
Sunrise Point Parking,Parking Lot,37.6312602218741,-112.164468285283
Whiteman Trailhead Parking,Parking Lot,37.564972757834894,-112.238005107248
Western Cabin Parking Area North,Parking Lot,37.626142428396896,-112.167379470261
Visitor Center Parking,Parking Lot,37.640083379869104,-112.170343218275
Sunset Point Parking,Parking Lot,37.6237354417614,-112.16705592204201
Sunset Motel Parking,Parking Lot,37.625732543118296,-112.16992865999399
Rainbow Point Parking,Parking Lot,37.4748228635823,-112.24063888003799
Natural Bridge Parking,Parking Lot,37.5321061915037,-112.26002997321301
Lodge Parking,Parking Lot,37.627294117179396,-112.168635691115
General Store Parking,Parking Lot,37.6319315483303,-112.165106038717
Fairyland Parking Area,Parking Lot,37.649557403306204,-112.147820909972
Bryce Point Parking,Parking Lot,37.6039845663416,-112.156649148971
Sunset Campground Group Site Parking,Parking Lot,37.6220306546031,-112.173434259375
Swamp Canyon Parking,Parking Lot,37.5876078232144,-112.213358242502
Visitor Center Bus/ RV Parking,Parking Lot,37.638146709553205,-112.16945711567301
Parking Lot,Parking Lot,36.152513233135,-109.53903432042401
Parking Lot,Parking Lot,36.1430037136738,-109.516842629346
Parking Lot,Parking Lot,36.1387646017935,-109.512175604175
Parking Lot,Parking Lot,36.137879261192005,-109.493400846419
Parking Lot,Parking Lot,36.1037024859705,-109.357022959756
Parking Lot,Parking Lot,36.1144937513026,-109.43816828489099
Parking Lot,Parking Lot,36.23849599755629,-109.360216898926
Parking Lot,Parking Lot,36.2284381937225,-109.36184892803499
Parking Lot,Parking Lot,36.1622909937786,-109.46535477636299
Parking Lot,Parking Lot,36.158501531203896,-109.44013983223
Parking Lot,Parking Lot,36.1303504850765,-109.47763168370399
Parking Lot,Parking Lot,32.995166823866604,-111.53634851850599
Aztec Butte Trailhead Parking,Parking Lot,38.3933382886703,-109.88199083644699
Upheaval Dome Picnic Parking,Parking Lot,38.4260777859153,-109.92553000903
Needles Visitor Center Parking,Parking Lot,38.168525941921,-109.759975621544
Neck Springs Trailhead Parking,Parking Lot,38.45242746181871,-109.82044259062799
Island In The Sky Visitor Center Parking,Parking Lot,38.459638100718,-109.820668213782
Green River Overlook Parking,Parking Lot,38.3795272552864,-109.887827635413
Grand View Point Parking Area,Parking Lot,38.3110044097284,-109.85717579558701
Buck Canyon Overlook Parking,Parking Lot,38.34591293844711,-109.861267879367
Big Springs Parking,Parking Lot,38.178198511493,-109.81682807617202
The Picnic Area (needles),Parking Lot,38.164933447479996,-109.80741844877899
Wooden Shoe Parking,Parking Lot,38.150583037729604,-109.78157509722
Pothole Hill Trailhead Parking,Parking Lot,38.17030148212729,-109.806401650088
Whale Rock Trailhead Parking,Parking Lot,38.426800245406206,-109.91384680909201
White Rim Overlook Parking,Parking Lot,38.3228591937831,-109.84952630638901
Willow Flat Campground Parking,Parking Lot,38.38229759116879,-109.888407882807
Squaw Flat Restroom A Parking,Parking Lot,38.1451692710512,-109.801651720861
Squaw Flat Restroom B Parking,Parking Lot,38.1480981860412,-109.80162671884399
Mesa Arch Parking,Parking Lot,38.389186731849605,-109.868085074999
Orange Cliffs Overlook Parking,Parking Lot,38.3132195722335,-109.857042999496
Squaw Flat Loop A Group Site Parking,Parking Lot,38.1452261420898,-109.802516671448
Squaw Flat Loop A Trailhead Parking,Parking Lot,38.14353125193821,-109.803404497052
Cave Spring Parking,Parking Lot,38.1572387832518,-109.75143330774
Salt Creek Gate Parking,Parking Lot,38.149683706118495,-109.755091841225
Roadside Ruin Parking,Parking Lot,38.1630174051782,-109.762639574354
Slickrock Trailhead Parking,Parking Lot,38.1772443378447,-109.814739054753
Squaw Flat Loop B Trailhead,Parking Lot,38.147646107734104,-109.802569613484
Elephant Hill Parking,Parking Lot,38.141847284794004,-109.827060859125
Visitor Center Parking,Parking Lot,38.291082111192104,-111.26173371691799
Fruita Schoolhouse Parking,Parking Lot,38.2881156671766,-111.24841810286999
Hickman Bridge Parking,Parking Lot,38.2888695876888,-111.227893819925
Picnic Area Parking,Parking Lot,38.2853335342862,-111.246266791409
Gifford House Parking,Parking Lot,38.284148944481295,-111.247037192932
Jorgensen Pasture Parking,Parking Lot,38.2836148001184,-111.24628327542
Behunin Cabin Parking,Parking Lot,38.2824078792984,-111.170475077912
Panorama Point Parking,Parking Lot,38.3072552081809,-111.295655537966
Goosenecks/Sunset Point Parking,Parking Lot,38.298943402533496,-111.29785342745899
Chimney Rock Trailhead Parking,Parking Lot,38.315479176768704,-111.303954657605
Merin Smith Implement Shed Parking,Parking Lot,38.2863947250073,-111.248903919201
Amphitheater Parking,Parking Lot,38.2815937037452,-111.250234297104
Grand Wash Road Trailhead Parking,Parking Lot,38.2637327546095,-111.215888436768
Capitol Gorge Trailhead Parking,Parking Lot,38.209588368821,-111.16918482803499
Yucca Trail Parking,Parking Lot,32.0982795104738,-104.587184460875
Slaughter Canyon Parking,Parking Lot,32.1103951967058,-104.56272233525401
Lechuguilla Cave Parking,Parking Lot,32.1777484644692,-104.50668298517799
Spider Cave Parking,Parking Lot,32.1742564540966,-104.457979093086
Loop Road Entrance,Parking Lot,32.1770633370037,-104.448352057545
Chimney Cave Parking,Parking Lot,32.1724393408619,-104.463228405653
West parking Lot,Parking Lot,32.1743447671565,-104.44627178513201
East parking Lot,Parking Lot,32.1749942655978,-104.442950601875
Wheelchair Accessible,Parking Lot,32.1763722115341,-104.44413512968
Parking,Parking Lot,32.111557383495494,-104.465694325328
Parking,Parking Lot,32.110991386110896,-104.46707944027
Parking,Parking Lot,32.1783994739116,-104.44007291591998
Parking,Parking Lot,32.176911473900496,-104.44331246212099
Parking,Parking Lot,32.1778127345129,-104.44262544665399
Parking,Parking Lot,32.1777340694594,-104.442320014447
Parking,Parking Lot,32.1778994875718,-104.441851075128
Visitor Center Large Vehicle Parking,Parking Lot,36.778125417209104,-103.979609088056
Visitor Center Parking,Parking Lot,36.7785371514889,-103.97972702913601
Crater Rim Parking,Parking Lot,36.7826175482613,-103.97222400703899
Picnic Area Parking,Parking Lot,36.7798246363637,-103.97694530024599
VC Parking Area,Parking Lot,37.612094553852,-112.837363037484
Picnic Area Parking,Parking Lot,37.6125061191316,-112.831098721228
Sunset View Parking Area,Parking Lot,37.620516085574,-112.82824400528798
Chessman Overlook Parking Area,Parking Lot,37.6309096306359,-112.832084387897
Alpine Pond Trailhead Parking Lot,Parking Lot,37.6416970119654,-112.82210947212
Guard Rail Curve,Parking Lot,37.649918139551296,-112.823970591384
North View Overlook Parking Area,Parking Lot,37.6571118164391,-112.833914322141
Rattlesnake Creek Trailhead Parking Area,Parking Lot,37.66279835030279,-112.837891892843
Parking,Parking Lot,37.60880256161521,-112.83806478396099
Parking,Parking Lot,31.7677984619274,-106.456264335827
Visitor Center Parking,Parking Lot,36.0303938181606,-107.909829791457
Fajada Butte Overlook,Parking Lot,36.0284562568442,-107.904085999554
Pueblo del Arroyo Parking,Parking Lot,36.0621573467425,-107.965283087134
Pueblo Bonito Parking,Parking Lot,36.0595043279399,-107.958154792291
Casa Rinconada Parking,Parking Lot,36.056135256650705,-107.95832952541001
Kin Klizhin Parking,Parking Lot,36.0293797494716,-108.075329407906
Kin Bineola Parking,Parking Lot,36.003750562057796,-108.14607208197201
Hungo Pavi Parking,Parking Lot,36.0498677033922,-107.930889314766
Sunset Beach Road,Parking Lot,34.435653967609895,-97.00672322830809
Buckhorn Waste Station Parking,Parking Lot,34.4361597279535,-97.0030258767959
Buckhorn Launch Parking Area B,Parking Lot,34.438167795317895,-97.00726916967899
Point Campground Loop B Campsite 26 Parking,Parking Lot,34.4589529194404,-97.01654270598
Black Sulphur Springs Restroom Parking,Parking Lot,34.5040207800619,-96.9731649365068
Walnut Grove Picnic Area Parking B,Parking Lot,34.5030596094089,-96.97560791816669
Walnut Grove Picnic Area Parking C,Parking Lot,34.5029923723632,-96.9761060485051
Bromide Area Road B Parking A,Parking Lot,34.4971877434192,-96.9835037735315
Walnut Grove Picnic Area Parking E,Parking Lot,34.5025958410938,-96.9775532774885
Bromide Area Road B Parking C,Parking Lot,34.497075708343104,-96.9838800797872
Walnut Grove Picnic Area Parking H,Parking Lot,34.5023771769452,-96.97814915889342
Buckhorn Amphitheater Parking,Parking Lot,34.4296500125305,-96.9984007046533
Buckhorn Campground Loop A Picnic Parking,Parking Lot,34.4290248101057,-96.9881739087047
Buckhorn Campground Loop A Restroom Parking,Parking Lot,34.429544305458606,-96.9886046829974
Buckhorn Campground Loop B Restroom Parking,Parking Lot,34.4268116226019,-96.9919578552757
Buckhorn Campground Loop C Picnic Parking,Parking Lot,34.4300641908119,-96.9963550582634
Buckhorn Campground Loop C Restroom Parking,Parking Lot,34.431070262495396,-96.99579031187972
Buckhorn Campground Loop C Walk-in Campsite Parking,Parking Lot,34.431134294539,-96.9960759440738
Buckhorn Campground Loop D Restroom Parking,Parking Lot,34.430845792343,-96.99791327332208
Buckhorn Cg Loop D Restroom Parking,Parking Lot,34.4306796282301,-96.9983411426128
Buckhorn Launch Parking Area A,Parking Lot,34.4376255139495,-97.0089046447903
Buckhorn Walk-in Campground Parking,Parking Lot,34.4298430036616,-96.9992718482452
