Code,Name,Latitude,Longitude,Acres,att_2011,att_2012,att_2013,att_2014,att_2015,att_2016,att_2017,att_2018,att_2019,att_2020,att_Average
VALL,Valles Caldera National Preserve,35.9,-106.533333,96493.57023163386,0,0,0,0,0,0,0,0,0,30434,30434
VAFO,Valley Forge National Historical Park,40.095596,-75.423987,4191.760574287281,1303046,1442750,1962889,1990881,2143965,2428724,2159592,1881362,2259944,2012832,1958599
VAMA,Vanderbilt Mansion National Historic Site,41.77043,-73.932905,269.26776384320175,367680,423107,372569,398447,431961,387856,360436,340870,326822,217231,362698
VICK,Vicksburg National Military Park,32.345551,-90.855577,2502.114030975877,796035,573262,573838,550874,532444,508914,475074,474387,576456,176236,523752
VIVE,Vietnam Veterans Memorial,38.891110999999995,-77.047778,2.5643030427631577,4020127,4424407,4142721,4403467,5597077,5299713,5072589,4719148,4580587,1585525,4384536
VICR,Virgin Islands Coral Reef National Monument,18.306110999999998,-64.726944,11011.363178796597,0,0,0,0,0,0,0,0,0,0,0
VIIS,Virgin Islands National Park,18.34215,-64.767569,11897.446781626913,442414,483341,438601,426930,438372,411343,304408,112287,133398,167540,335863
VOYA,Voyageurs National Park,48.6020835,-93.403716,330534.33472724736,177184,214841,233390,239160,238313,241912,237250,239656,232974,263091,231777
WACO,Waco Mammoth National Monument,31.605999999999998,-97.175,105.27165296052631,0,0,0,0,20551,69510,101792,106932,111331,46457,76096
WACA,Walnut Canyon National Monument,35.238961,-111.570755,3451.1279111842105,125003,110748,125267,135230,153322,152444,165134,167736,152333,107422,139464
WAPA,War in the Pacific,13.44645,144.786636,1438.255546189693,482391,255923,266267,266191,322463,488988,384610,387856,432213,318711,360561
WAMO,Washington Monument,38.889444,-77.035278,122.53389322916667,430153,0,0,423170,493550,252677,0,0,108410,83585,179155
WABA,Washita Battlefield National Historic Site,35.6175,-99.700278,344.3077563048246,10995,10615,8434,13186,12067,12312,11831,13437,9119,12520,11452
WEFA,Weir Farm National Historic Site,41.2566156,-73.4562524,86.37761444627193,22415,21465,22862,34082,47220,39079,38096,35382,38700,25430,32473
WHIS,Whiskeytown-Shasta-Trinity National Recreation Area,40.612879,-122.573041,51969.77581140351,761710,814374,776025,851901,843845,875565,832063,585768,687159,805295,783371
WHHO,White House,38.8977,-77.0365,21.541727658991228,1356208,1257032,889692,1293314,1429424,1600631,1917638,1521711,1170028,484052,1291973
WHSA,White Sands National Park,32.7696209,-106.3182956,149294.38555852527,428924,447385,490544,503660,497506,555793,612468,603008,608785,415383,516346
WHMI,Whitman Mission National Historic Site,46.04,-118.461389,204.41939967105264,57611,60785,57686,58499,39525,50148,47757,49274,48481,34933,50470
WIHO,William Howard Taft National Historic Site,39.119518,-84.508156,4.310881990131579,21141,19416,21102,23609,24385,30723,37425,30202,32396,11100,25150
WICR,Wilson's Creek National Battlefield,37.115556,-93.42,2730.652289610755,192865,167205,157309,161058,161004,183698,206346,220276,232838,287260,196986
WICA,Wind Cave National Park,43.55635,-103.47865,45917.092504111926,538394,529083,516142,547022,612198,617377,619924,656397,615350,448405,570029
WOTR,Wolf Trap National Park for the Performing Arts,38.936944,-77.261944,157.49971970942983,425177,426996,441166,388283,407351,437513,424364,365540,402580,30073,374904
WORI,Women's Rights National Historical Park,42.9106968,-76.8001038,9.974888980263158,25426,29585,30137,30254,38139,52683,61806,42784,39064,8237,35812
WWIM,World War I Memorial,38.896111,-77.032778,2.4257291666666667,0,0,0,0,0,0,0,0,0,0,0
WWII,World War II Memorial,38.8894,-77.040517,10.071650904605264,3752172,4161685,3934166,4230793,5068224,4856532,4876842,4652865,4831327,1924128,4228873
WRST,Wrangell-St. Elias National Park,61.5614999,-143.8523096,25173921.812445268,65225,87158,69984,74722,80366,79047,68292,79450,74518,16655,69542
WRBR,Wright Brothers National Memorial,35.938547,-75.712322,466.1502665844298,445455,466816,447796,430517,437184,458776,414244,360669,400135,277963,413956
WUPA,Wupatki National Monument,35.238961,-111.570755,38089.51213061948,216165,201365,190878,195962,212828,223172,236454,205122,187059,146074,201508
YELL,Yellowstone National Park,44.462085,-110.642441,3080191.5060731927,3394326,3447729,3188030,3513484,4097710,4257177,4116524,4115000,4020288,3806306,3795657
YOSE,Yosemite National Park,37.7189997,-119.5571677,850744.7822553457,3951393,3853404,3691191,3882642,4150217,5028868,4336890,4009436,4422861,2268313,3959522
YUHO,Yucca House National Monument,37.16748,-108.525539,39.97253632127193,0,0,0,0,0,0,0,0,0,0,0
YUCH,Yukon-Charley Rivers National Preserve,64.78943,-141.202849,10053248.510317983,1718,1393,3914,2329,1133,1146,952,1272,1114,666,1564
ZION,Zion National Park,37.240801,-112.941626,167143.63126507687,2825505,2973607,2807387,3189696,3648846,4295127,4504812,4320033,4488268,3591254,3664454
